name,operation,key size(B),value size(B),thread,insert size,time(ns),vmrss(KB),file size(B)
Persy,get,1024,256,2,64823,137022158512,6393572,165252
Persy,set,1024,256,2,65079,138022340679,6393572,164996
Persy,get,1024,256,2,65266,138022340679,6393572,164996
Persy,set,1024,256,2,65536,139022490415,6393572,164228
Persy,get,1024,256,2,65726,139022490415,6393572,164228
Persy,set,1024,256,8,363,1000184662,6351588,2054
Persy,get,1024,256,8,391,1000184662,6351588,2054
Persy,set,1024,256,8,809,2000368822,6351588,2691
Persy,get,1024,256,8,851,2000368822,6351588,2691
Persy,set,1024,256,8,1240,3000555458,6352612,4099
Persy,get,1024,256,8,1269,3000555458,6352612,4099
Persy,set,1024,256,8,1737,4000742725,6352612,6403
Persy,get,1024,256,8,1750,4000742725,6352612,6403
Persy,set,1024,256,8,2227,5000928910,6353636,7171
Persy,get,1024,256,8,2233,5000928910,6353636,7171
Persy,set,1024,256,8,2754,6001120144,6353636,8451
Persy,get,1024,256,8,2683,6001120144,6353636,8451
Persy,set,1024,256,8,3257,7001279588,6353636,10243
Persy,get,1024,256,8,3151,7001279588,6353636,10243
Persy,set,1024,256,8,3712,8001448520,6354148,13571
Persy,get,1024,256,8,3603,8001448520,6354148,13571
Persy,set,1024,256,8,4206,9001600060,6354916,11907
Persy,get,1024,256,8,4104,9001600060,6354916,11907
Persy,set,1024,256,8,4697,10002246173,6354916,15747
Persy,get,1024,256,8,4539,10002246173,6354916,15747
Persy,set,1024,256,8,5224,11002505957,6354916,15747
Persy,get,1024,256,8,5079,11002505957,6354916,15747
Persy,set,1024,256,8,5736,12002644091,6354916,15747
Persy,get,1024,256,8,5558,12002644091,6354916,15747
Persy,set,1024,256,8,6269,13002785752,6354916,15491
Persy,get,1024,256,8,6051,13002785752,6354916,15491
Persy,set,1024,256,8,6729,14002928524,6357476,24707
Persy,get,1024,256,8,6503,14002928524,6357476,24707
Persy,set,1024,256,8,7265,15003087327,6358756,24963
Persy,get,1024,256,8,7017,15003087327,6358756,24963
Persy,set,1024,256,8,7788,16003230751,6359780,24707
Persy,get,1024,256,8,7546,16003230751,6359780,24707
Persy,set,1024,256,8,8315,17003402930,6360036,24323
Persy,get,1024,256,8,8057,17003402930,6360036,24323
Persy,set,1024,256,8,8785,18003548748,6360036,31619
Persy,get,1024,256,8,8560,18003548748,6360036,31619
Persy,set,1024,256,8,9294,19003695288,6360036,31619
Persy,get,1024,256,8,9095,19003695288,6360036,31619
Persy,set,1024,256,8,9819,20003857788,6360036,31619
Persy,get,1024,256,8,9621,20003857788,6360036,31619
Persy,set,1024,256,8,10352,21004004007,6360036,31491
Persy,get,1024,256,8,10105,21004004007,6360036,31491
Persy,set,1024,256,8,10889,22004148223,6360036,31875
Persy,get,1024,256,8,10670,22004148223,6360036,31875
Persy,set,1024,256,8,11395,23004294612,6360036,32003
Persy,get,1024,256,8,11198,23004294612,6360036,32003
Persy,set,1024,256,8,11924,24004453035,6360036,31747
Persy,get,1024,256,8,11711,24004453035,6360036,31747
Persy,set,1024,256,8,12421,25004600005,6360036,32003
Persy,get,1024,256,8,12207,25004600005,6360036,32003
Persy,set,1024,256,8,12944,26004746866,6361316,34179
Persy,get,1024,256,8,12767,26004746866,6361316,34179
Persy,set,1024,256,8,13392,27004886933,6364388,49795
Persy,get,1024,256,8,13205,27004886933,6364388,49795
Persy,set,1024,256,8,13916,28005027542,6365156,49795
Persy,get,1024,256,8,13679,28005027542,6365156,49795
Persy,set,1024,256,8,14417,29005177127,6366436,49795
Persy,get,1024,256,8,14154,29005177127,6366436,49795
Persy,set,1024,256,8,14903,30005324739,6367460,49795
Persy,get,1024,256,8,14644,30005324739,6367460,49795
Persy,set,1024,256,8,15410,31005480316,6367460,50051
Persy,get,1024,256,8,15162,31005480316,6367460,50051
Persy,set,1024,256,8,15914,32005649449,6367460,49539
Persy,get,1024,256,8,15701,32005649449,6367460,49539
Persy,set,1024,256,8,16409,33005797281,6367460,48003
Persy,get,1024,256,8,16199,33005797281,6367460,48003
Persy,set,1024,256,8,16787,34005945815,6367460,63619
Persy,get,1024,256,8,16543,34005945815,6367460,63619
Persy,set,1024,256,8,17290,35006100720,6367460,64003
Persy,get,1024,256,8,17063,35006100720,6367460,64003
Persy,set,1024,256,8,17750,36006319787,6367460,64003
Persy,get,1024,256,8,17529,36006319787,6367460,64003
Persy,set,1024,256,8,18287,37006476105,6367460,64003
Persy,get,1024,256,8,18025,37006476105,6367460,64003
Persy,set,1024,256,8,18809,38006653073,6367460,64003
Persy,get,1024,256,8,18618,38006653073,6367460,64003
Persy,set,1024,256,8,19348,39006806115,6367460,64387
Persy,get,1024,256,8,19102,39006806115,6367460,64387
Persy,set,1024,256,8,19833,40006959037,6367460,64643
Persy,get,1024,256,8,19488,40006959037,6367460,64643
Persy,set,1024,256,8,20316,41007142586,6367460,64387
Persy,get,1024,256,8,19984,41007142586,6367460,64387
Persy,set,1024,256,8,20773,42007291401,6367460,64643
Persy,get,1024,256,8,20424,42007291401,6367460,64643
Persy,set,1024,256,8,21219,43007463529,6367460,64899
Persy,get,1024,256,8,20846,43007463529,6367460,64899
Persy,set,1024,256,8,21677,44007606361,6367460,64899
Persy,get,1024,256,8,21330,44007606361,6367460,64899
Persy,set,1024,256,8,21957,45007748754,6367460,64515
Persy,get,1024,256,8,21601,45007748754,6367460,64515
Persy,set,1024,256,8,22261,46007898950,6367460,64643
Persy,get,1024,256,8,21936,46007898950,6367460,64643
Persy,set,1024,256,8,22751,47008054076,6367460,64643
Persy,get,1024,256,8,22408,47008054076,6367460,64643
Persy,set,1024,256,8,23230,48008219121,6367460,64643
Persy,get,1024,256,8,22933,48008219121,6367460,64643
Persy,set,1024,256,8,23711,49008416848,6367460,64643
Persy,get,1024,256,8,23416,49008416848,6367460,64643
Persy,set,1024,256,8,24190,50008576753,6367460,64515
Persy,get,1024,256,8,23938,50008576753,6367460,64515
Persy,set,1024,256,8,24662,51008730586,6367460,64387
Persy,get,1024,256,8,24379,51008730586,6367460,64387
Persy,set,1024,256,8,25145,52008904879,6367460,64387
Persy,get,1024,256,8,24822,52008904879,6367460,64387
Persy,set,1024,256,8,25659,53009097515,6367460,64387
Persy,get,1024,256,8,25330,53009097515,6367460,64387
Persy,set,1024,256,8,26013,54009274623,6369764,96131
Persy,get,1024,256,8,25686,54009274623,6369764,96131
Persy,set,1024,256,8,26473,55009441111,6370276,98947
Persy,get,1024,256,8,26114,55009441111,6370276,98947
Persy,set,1024,256,8,26930,56009608189,6370276,98947
Persy,get,1024,256,8,26559,56009608189,6370276,98947
Persy,set,1024,256,8,27370,57009774877,6370276,98435
Persy,get,1024,256,8,27012,57009774877,6370276,98435
Persy,set,1024,256,8,27810,58009927498,6372324,98435
Persy,get,1024,256,8,27461,58009927498,6372324,98435
Persy,set,1024,256,8,28267,59010079599,6372324,99203
Persy,get,1024,256,8,27927,59010079599,6372324,99203
Persy,set,1024,256,8,28728,60010222281,6372324,99459
Persy,get,1024,256,8,28393,60010222281,6372324,99459
Persy,set,1024,256,8,29185,61010361217,6372836,99203
Persy,get,1024,256,8,28890,61010361217,6372836,99203
Persy,set,1024,256,8,29633,62010509019,6373604,99203
Persy,get,1024,256,8,29308,62010509019,6373604,99203
Persy,set,1024,256,8,30081,63010659606,6374628,99715
Persy,get,1024,256,8,29732,63010659606,6374628,99715
Persy,set,1024,256,8,30513,64010820043,6374884,100227
Persy,get,1024,256,8,30137,64010820043,6374884,100227
Persy,set,1024,256,8,30980,65011006638,6374884,100227
Persy,get,1024,256,8,30622,65011006638,6374884,100227
Persy,set,1024,256,8,31457,66011187854,6374884,100227
Persy,get,1024,256,8,31114,66011187854,6374884,100227
Persy,set,1024,256,8,31930,67011362326,6374884,98947
Persy,get,1024,256,8,31549,67011362326,6374884,98947
Persy,set,1024,256,8,32396,68011521039,6374884,99203
Persy,get,1024,256,8,32024,68011521039,6374884,99203
Persy,set,1024,256,8,32838,69011707985,6374884,98692
Persy,get,1024,256,8,32504,69011707985,6374884,98692
Persy,set,1024,256,8,33140,70011889932,6376164,127118
Persy,get,1024,256,8,32822,70011889932,6376164,127118
Persy,set,1024,256,8,33626,71012043274,6376164,130830
Persy,get,1024,256,8,33293,71012043274,6376164,130830
Persy,set,1024,256,8,34127,72012202699,6376164,130830
Persy,get,1024,256,8,33840,72012202699,6376164,130830
Persy,set,1024,256,8,34627,73012362213,6376164,130830
Persy,get,1024,256,8,34327,73012362213,6376164,130830
Persy,set,1024,256,8,35118,74012530925,6376164,130830
Persy,get,1024,256,8,34828,74012530925,6376164,130830
Persy,set,1024,256,8,35615,75012712030,6376164,131854
Persy,get,1024,256,8,35295,75012712030,6376164,131854
Persy,set,1024,256,8,36106,76012868168,6376164,131854
Persy,get,1024,256,8,35776,76012868168,6376164,131854
Persy,set,1024,256,8,36563,77013024005,6376164,131854
Persy,get,1024,256,8,36229,77013024005,6376164,131854
Persy,set,1024,256,8,37059,78013200311,6376164,132494
Persy,get,1024,256,8,36717,78013200311,6376164,132494
Persy,set,1024,256,8,37583,79013385965,6376164,132366
Persy,get,1024,256,8,37208,79013385965,6376164,132366
Persy,set,1024,256,8,38096,80013582479,6376164,132366
Persy,get,1024,256,8,37628,80013582479,6376164,132366
Persy,set,1024,256,8,38624,81013755018,6376164,132366
Persy,get,1024,256,8,38170,81013755018,6376164,132366
Persy,set,1024,256,8,39127,82013913120,6376164,132366
Persy,get,1024,256,8,38673,82013913120,6376164,132366
Persy,set,1024,256,8,39622,83014070831,6376164,132366
Persy,get,1024,256,8,39174,83014070831,6376164,132366
Persy,set,1024,256,8,40105,84014234022,6376164,132366
Persy,get,1024,256,8,39673,84014234022,6376164,132366
Persy,set,1024,256,8,40606,85014406551,6376164,132366
Persy,get,1024,256,8,40160,85014406551,6376164,132366
Persy,set,1024,256,8,41101,86014555996,6376164,132366
Persy,get,1024,256,8,40716,86014555996,6376164,132366
Persy,set,1024,256,8,41596,87014713717,6376164,133134
Persy,get,1024,256,8,41213,87014713717,6376164,133134
Persy,set,1024,256,8,42086,88014908879,6376164,132366
Persy,get,1024,256,8,41694,88014908879,6376164,132366
Persy,set,1024,256,8,42553,89015077261,6376164,132366
Persy,get,1024,256,8,42190,89015077261,6376164,132366
Persy,set,1024,256,8,42992,90015230856,6376164,133646
Persy,get,1024,256,8,42610,90015230856,6376164,133646
Persy,set,1024,256,8,43420,91015358750,6376164,135182
Persy,get,1024,256,8,43017,91015358750,6376164,135182
Persy,set,1024,256,8,43895,92015503296,6376164,133390
Persy,get,1024,256,8,43421,92015503296,6376164,133390
Persy,set,1024,256,8,44377,93015646880,6376164,133134
Persy,get,1024,256,8,43906,93015646880,6376164,133134
Persy,set,1024,256,8,44857,94015792549,6376164,133646
Persy,get,1024,256,8,44365,94015792549,6376164,133646
Persy,set,1024,256,8,45340,95015949909,6376164,134158
Persy,get,1024,256,8,44844,95015949909,6376164,134158
Persy,set,1024,256,8,45809,96016128219,6376164,133390
Persy,get,1024,256,8,45311,96016128219,6376164,133390
Persy,set,1024,256,8,46246,97016304234,6376164,133390
Persy,get,1024,256,8,45783,97016304234,6376164,133390
Persy,set,1024,256,8,46698,98016469189,6376164,133902
Persy,get,1024,256,8,46312,98016469189,6376164,133902
Persy,set,1024,256,8,47154,99016628293,6376164,134414
Persy,get,1024,256,8,46828,99016628293,6376164,134414
Persy,set,1024,256,8,47597,100016821420,6376420,134414
Persy,get,1024,256,8,47279,100016821420,6376420,134414
Persy,set,1024,256,8,48078,101017025289,6376420,134414
Persy,get,1024,256,8,47759,101017025289,6376420,134414
Persy,set,1024,256,8,48570,102017255156,6376420,133390
Persy,get,1024,256,8,48247,102017255156,6376420,133390
Persy,set,1024,256,8,49038,103017442853,6376420,133390
Persy,get,1024,256,8,48710,103017442853,6376420,133390
Persy,set,1024,256,8,49507,104017603380,6377700,132366
Persy,get,1024,256,8,49172,104017603380,6377700,132366
Persy,set,1024,256,8,49900,105017772202,6378212,162967
Persy,get,1024,256,8,49543,105017772202,6378212,162967
Persy,set,1024,256,8,50437,106017956543,6378212,163991
Persy,get,1024,256,8,49988,106017956543,6378212,163991
Persy,set,1024,256,8,50985,107018112531,6378212,163991
Persy,get,1024,256,8,50484,107018112531,6378212,163991
Persy,set,1024,256,8,51503,108018279218,6378212,164631
Persy,get,1024,256,8,50938,108018279218,6378212,164631
Persy,set,1024,256,8,52005,109018443452,6378212,164631
Persy,get,1024,256,8,51427,109018443452,6378212,164631
Persy,set,1024,256,8,52505,110018609418,6378212,165015
Persy,get,1024,256,8,51862,110018609418,6378212,165015
Persy,set,1024,256,8,53037,111018760807,6378212,165015
Persy,get,1024,256,8,52365,111018760807,6378212,165015
Persy,set,1024,256,8,53557,112018919710,6378212,165015
Persy,get,1024,256,8,52889,112018919710,6378212,165015
Persy,set,1024,256,8,54079,113019108751,6378212,165527
Persy,get,1024,256,8,53418,113019108751,6378212,165527
Persy,set,1024,256,8,54598,114019257755,6378212,165655
Persy,get,1024,256,8,53909,114019257755,6378212,165655
Persy,set,1024,256,8,55114,115019359019,6378212,165527
Persy,get,1024,256,8,54426,115019359019,6378212,165527
Persy,set,1024,256,8,55630,116019512162,6378212,165527
Persy,get,1024,256,8,54935,116019512162,6378212,165527
Persy,set,1024,256,8,56120,117019669532,6378212,165527
Persy,get,1024,256,8,55417,117019669532,6378212,165527
Persy,set,1024,256,8,56668,118019841981,6378212,165527
Persy,get,1024,256,8,56002,118019841981,6378212,165527
Persy,set,1024,256,8,57219,119020024078,6378212,165527
Persy,get,1024,256,8,56592,119020024078,6378212,165527
Persy,set,1024,256,8,57763,120020189383,6378212,165527
Persy,get,1024,256,8,57100,120020189383,6378212,165527
Persy,set,1024,256,8,58300,121020380076,6378212,165527
Persy,get,1024,256,8,57632,121020380076,6378212,165527
Persy,set,1024,256,8,58830,122020560420,6378212,165527
Persy,get,1024,256,8,58176,122020560420,6378212,165527
Persy,set,1024,256,8,59310,123020720856,6378212,165527
Persy,get,1024,256,8,58586,123020720856,6378212,165527
Persy,set,1024,256,8,59795,124020907722,6378212,166295
Persy,get,1024,256,8,59102,124020907722,6378212,166295
Persy,set,1024,256,8,60289,125021096181,6378212,166295
Persy,get,1024,256,8,59508,125021096181,6378212,166295
Persy,set,1024,256,8,60789,126021267348,6378212,165783
Persy,get,1024,256,8,60061,126021267348,6378212,165783
Persy,set,1024,256,8,61264,127021456698,6378212,167319
Persy,get,1024,256,8,60567,127021456698,6378212,167319
Persy,set,1024,256,8,61740,128021635820,6378212,166807
Persy,get,1024,256,8,61058,128021635820,6378212,166807
Persy,set,1024,256,8,62201,129021811304,6378212,166295
Persy,get,1024,256,8,61526,129021811304,6378212,166295
Persy,set,1024,256,8,62681,130021963605,6378212,166295
Persy,get,1024,256,8,62029,130021963605,6378212,166295
Persy,set,1024,256,8,63193,131022122017,6378212,166807
Persy,get,1024,256,8,62502,131022122017,6378212,166807
Persy,set,1024,256,8,63707,132022279237,6378212,167319
Persy,get,1024,256,8,63018,132022279237,6378212,167319
Persy,set,1024,256,8,64148,133022441026,6378212,167319
Persy,get,1024,256,8,63444,133022441026,6378212,167319
Persy,set,1024,256,8,64570,134022609958,6378212,167319
Persy,get,1024,256,8,63833,134022609958,6378212,167319
Persy,set,1024,256,8,64978,135022762359,6378212,166551
Persy,get,1024,256,8,64238,135022762359,6378212,166551
Persy,set,1024,256,8,65383,136022917305,6378212,166295
Persy,get,1024,256,8,64700,136022917305,6378212,166295
Persy,set,1024,256,8,65816,137023073202,6378212,166039
Persy,get,1024,256,8,65085,137023073202,6378212,166039
Persy,set,1024,256,32,317,1001415077,6336708,1943
Persy,get,1024,256,32,339,1001415077,6336708,1943
Persy,set,1024,256,32,558,2001557279,6339780,2719
Persy,get,1024,256,32,573,2001557279,6339780,2719
Persy,set,1024,256,32,951,3001709299,6340804,3223
Persy,get,1024,256,32,975,3001709299,6340804,3223
Persy,set,1024,256,32,1390,4001863363,6341572,4119
Persy,get,1024,256,32,1438,4001863363,6341572,4119
Persy,set,1024,256,32,1811,5002060649,6342340,7063
Persy,get,1024,256,32,1885,5002060649,6342340,7063
Persy,set,1024,256,32,2225,6002232807,6342596,7703
Persy,get,1024,256,32,2276,6002232807,6342596,7703
Persy,set,1024,256,32,2678,7002384827,6342596,9495
Persy,get,1024,256,32,2734,7002384827,6342596,9495
Persy,set,1024,256,32,3180,8002541326,6342596,9111
Persy,get,1024,256,32,3298,8002541326,6342596,9111
Persy,set,1024,256,32,3614,9002723473,6343364,12183
Persy,get,1024,256,32,3762,9002723473,6343364,12183
Persy,set,1024,256,32,4094,10002872988,6343364,11287
Persy,get,1024,256,32,4282,10002872988,6343364,11287
Persy,set,1024,256,32,4543,11003038474,6343364,15895
Persy,get,1024,256,32,4734,11003038474,6343364,15895
Persy,set,1024,256,32,5021,12003198299,6343364,15767
Persy,get,1024,256,32,5228,12003198299,6343364,15767
Persy,set,1024,256,32,5488,13003353906,6343364,16151
Persy,get,1024,256,32,5640,13003353906,6343364,16151
Persy,set,1024,256,32,5978,14003525242,6343364,15511
Persy,get,1024,256,32,6086,14003525242,6343364,15511
Persy,set,1024,256,32,6467,15003728119,6343364,15383
Persy,get,1024,256,32,6545,15003728119,6343364,15383
Persy,set,1024,256,32,6880,16003875560,6344132,23575
Persy,get,1024,256,32,6992,16003875560,6344132,23575
Persy,set,1024,256,32,7335,17004040685,6344132,22039
Persy,get,1024,256,32,7375,17004040685,6344132,22039
Persy,set,1024,256,32,7781,18004196753,6344644,22807
Persy,get,1024,256,32,7819,18004196753,6344644,22807
Persy,set,1024,256,32,8222,19004355375,6344900,21783
Persy,get,1024,256,32,8224,19004355375,6344900,21783
Persy,set,1024,256,32,8678,20004505903,6344900,30615
Persy,get,1024,256,32,8694,20004505903,6344900,30615
Persy,set,1024,256,32,9182,21004695304,6344900,30999
Persy,get,1024,256,32,9223,21004695304,6344900,30999
Persy,set,1024,256,32,9671,22004851842,6344900,31383
Persy,get,1024,256,32,9657,22004851842,6344900,31383
Persy,set,1024,256,32,10184,23005002149,6344900,30871
Persy,get,1024,256,32,10151,23005002149,6344900,30871
Persy,set,1024,256,32,10672,24005172324,6344900,30743
Persy,get,1024,256,32,10623,24005172324,6344900,30743
Persy,set,1024,256,32,11146,25005317321,6344900,31127
Persy,get,1024,256,32,11031,25005317321,6344900,31127
Persy,set,1024,256,32,11657,26005475473,6344900,30871
Persy,get,1024,256,32,11548,26005475473,6344900,30871
Persy,set,1024,256,32,12139,27005642662,6344900,30487
Persy,get,1024,256,32,12029,27005642662,6344900,30487
Persy,set,1024,256,32,12622,28005799370,6344900,31383
Persy,get,1024,256,32,12522,28005799370,6344900,31383
Persy,set,1024,256,32,13040,29005957663,6346436,42647
Persy,get,1024,256,32,12973,29005957663,6346436,42647
Persy,set,1024,256,32,13467,30006141914,6347716,47511
Persy,get,1024,256,32,13436,30006141914,6347716,47511
Persy,set,1024,256,32,13886,31006329631,6348228,48791
Persy,get,1024,256,32,13854,31006329631,6348228,48791
Persy,set,1024,256,32,14357,32006520585,6348228,48535
Persy,get,1024,256,32,14338,32006520585,6348228,48535
Persy,set,1024,256,32,14839,33006721067,6348740,48791
Persy,get,1024,256,32,14775,33006721067,6348740,48791
Persy,set,1024,256,32,15329,34006879078,6350788,47511
Persy,get,1024,256,32,15287,34006879078,6350788,47511
Persy,set,1024,256,32,15794,35007036959,6351556,47767
Persy,get,1024,256,32,15733,35007036959,6351556,47767
Persy,set,1024,256,32,16245,36007216943,6351556,46487
Persy,get,1024,256,32,16142,36007216943,6351556,46487
Persy,set,1024,256,32,16651,37007395783,6351556,56215
Persy,get,1024,256,32,16531,37007395783,6351556,56215
Persy,set,1024,256,32,17107,38007554376,6351556,60606
Persy,get,1024,256,32,16963,38007554376,6351556,60606
Persy,set,1024,256,32,17601,39007715884,6351556,60977
Persy,get,1024,256,32,17418,39007715884,6351556,60977
Persy,set,1024,256,32,18105,40007883985,6351556,60977
Persy,get,1024,256,32,17915,40007883985,6351556,60977
Persy,set,1024,256,32,18596,41008068486,6351556,60977
Persy,get,1024,256,32,18367,41008068486,6351556,60977
Persy,set,1024,256,32,19079,42008229213,6351556,61489
Persy,get,1024,256,32,18918,42008229213,6351556,61489
Persy,set,1024,256,32,19558,43008403686,6351556,62001
Persy,get,1024,256,32,19406,43008403686,6351556,62001
Persy,set,1024,256,32,20084,44008558782,6351556,61617
Persy,get,1024,256,32,19900,44008558782,6351556,61617
Persy,set,1024,256,32,20605,45008722353,6351556,61745
Persy,get,1024,256,32,20378,45008722353,6351556,61745
Persy,set,1024,256,32,21123,46008870476,6351556,63665
Persy,get,1024,256,32,20867,46008870476,6351556,63665
Persy,set,1024,256,32,21627,47009031945,6351556,63537
Persy,get,1024,256,32,21375,47009031945,6351556,63537
Persy,set,1024,256,32,22120,48009189525,6351556,63537
Persy,get,1024,256,32,21891,48009189525,6351556,63537
Persy,set,1024,256,32,22599,49009349180,6351556,63537
Persy,get,1024,256,32,22359,49009349180,6351556,63537
Persy,set,1024,256,32,23103,50009509866,6351556,63537
Persy,get,1024,256,32,22881,50009509866,6351556,63537
Persy,set,1024,256,32,23602,51009692845,6351556,63537
Persy,get,1024,256,32,23371,51009692845,6351556,63537
Persy,set,1024,256,32,24096,52009853341,6351556,63537
Persy,get,1024,256,32,23832,52009853341,6351556,63537
Persy,set,1024,256,32,24588,53010001204,6351556,63537
Persy,get,1024,256,32,24334,53010001204,6351556,63537
Persy,set,1024,256,32,25075,54010157462,6351556,63537
Persy,get,1024,256,32,24782,54010157462,6351556,63537
Persy,set,1024,256,32,25552,55010319891,6351556,63537
Persy,get,1024,256,32,25269,55010319891,6351556,63537
Persy,set,1024,256,32,25880,56010518990,6351556,87601
Persy,get,1024,256,32,25622,56010518990,6351556,87601
Persy,set,1024,256,32,26314,57010675509,6352580,98609
Persy,get,1024,256,32,26081,57010675509,6352580,98609
Persy,set,1024,256,32,26821,58010831627,6353348,100401
Persy,get,1024,256,32,26570,58010831627,6353348,100401
Persy,set,1024,256,32,27324,59011017200,6354116,100145
Persy,get,1024,256,32,27097,59011017200,6354116,100145
Persy,set,1024,256,32,27833,60011179961,6354372,100145
Persy,get,1024,256,32,27631,60011179961,6354372,100145
Persy,set,1024,256,32,28305,61011340317,6354372,100913
Persy,get,1024,256,32,28123,61011340317,6354372,100913
Persy,set,1024,256,32,28782,62011488039,6354628,101425
Persy,get,1024,256,32,28605,62011488039,6354628,101425
Persy,set,1024,256,32,29276,63011654837,6354628,100145
Persy,get,1024,256,32,29094,63011654837,6354628,100145
Persy,set,1024,256,32,29774,64011831974,6355396,101169
Persy,get,1024,256,32,29552,64011831974,6355396,101169
Persy,set,1024,256,32,30251,65012012889,6356420,103985
Persy,get,1024,256,32,30029,65012012889,6356420,103985
Persy,set,1024,256,32,30728,66012165921,6357188,104241
Persy,get,1024,256,32,30508,66012165921,6357188,104241
Persy,set,1024,256,32,31197,67012333511,6357956,103473
Persy,get,1024,256,32,31004,67012333511,6357956,103473
Persy,set,1024,256,32,31715,68012513444,6359748,102961
Persy,get,1024,256,32,31496,68012513444,6359748,102961
Persy,set,1024,256,32,32224,69012680402,6360004,101937
Persy,get,1024,256,32,32081,69012680402,6360004,101937
Persy,set,1024,256,32,32729,70012888017,6365380,100663
Persy,get,1024,256,32,32579,70012888017,6365380,100663
Persy,set,1024,256,32,33117,71013043274,6371524,113524
Persy,get,1024,256,32,33033,71013043274,6371524,113524
Persy,set,1024,256,32,33539,72013200173,6374340,125361
Persy,get,1024,256,32,33425,72013200173,6374340,125361
Persy,set,1024,256,32,34013,73013350159,6374340,129973
Persy,get,1024,256,32,33864,73013350159,6374340,129973
Persy,set,1024,256,32,34509,74013505807,6374340,128693
Persy,get,1024,256,32,34313,74013505807,6374340,128693
Persy,set,1024,256,32,34968,75013662195,6374340,128873
Persy,get,1024,256,32,34749,75013662195,6374340,128873
Persy,set,1024,256,32,35462,76013814576,6374340,129140
Persy,get,1024,256,32,35242,76013814576,6374340,129140
Persy,set,1024,256,32,35953,77013969512,6374340,130548
Persy,get,1024,256,32,35753,77013969512,6374340,130548
Persy,set,1024,256,32,36420,78014149935,6374340,130932
Persy,get,1024,256,32,36219,78014149935,6374340,130932
Persy,set,1024,256,32,36916,79014311774,6374340,133876
Persy,get,1024,256,32,36722,79014311774,6374340,133876
Persy,set,1024,256,32,37430,80014544156,6374340,134132
Persy,get,1024,256,32,37284,80014544156,6374340,134132
Persy,set,1024,256,32,37947,81014709652,6374340,134900
Persy,get,1024,256,32,37791,81014709652,6374340,134900
Persy,set,1024,256,32,38425,82014869837,6374340,136436
Persy,get,1024,256,32,38273,82014869837,6374340,136436
Persy,set,1024,256,32,38895,83015018261,6374340,135412
Persy,get,1024,256,32,38773,83015018261,6374340,135412
Persy,set,1024,256,32,39352,84015182524,6374340,134772
Persy,get,1024,256,32,39247,84015182524,6374340,134772
Persy,set,1024,256,32,39777,85015398355,6374340,134772
Persy,get,1024,256,32,39678,85015398355,6374340,134772
Persy,set,1024,256,32,40190,86015577045,6374340,134772
Persy,get,1024,256,32,40076,86015577045,6374340,134772
Persy,set,1024,256,32,40484,87015765555,6374340,134772
Persy,get,1024,256,32,40361,87015765555,6374340,134772
Persy,set,1024,256,32,40826,88015912565,6374340,134772
Persy,get,1024,256,32,40684,88015912565,6374340,134772
Persy,set,1024,256,32,41308,89016062632,6374340,134772
Persy,get,1024,256,32,41105,89016062632,6374340,134772
Persy,set,1024,256,32,41788,90016213520,6374340,134772
Persy,get,1024,256,32,41636,90016213520,6374340,134772
Persy,set,1024,256,32,42264,91016367253,6374340,134772
Persy,get,1024,256,32,42135,91016367253,6374340,134772
Persy,set,1024,256,32,42697,92016519514,6374340,134772
Persy,get,1024,256,32,42538,92016519514,6374340,134772
Persy,set,1024,256,32,43128,93016675111,6374340,135284
Persy,get,1024,256,32,42977,93016675111,6374340,135284
Persy,set,1024,256,32,43573,94016832281,6374340,136820
Persy,get,1024,256,32,43403,94016832281,6374340,136820
Persy,set,1024,256,32,44045,95016990763,6374340,136820
Persy,get,1024,256,32,43879,95016990763,6374340,136820
Persy,set,1024,256,32,44512,96017177178,6374340,136564
Persy,get,1024,256,32,44376,96017177178,6374340,136564
Persy,set,1024,256,32,44960,97017325942,6374340,137076
Persy,get,1024,256,32,44787,97017325942,6374340,137076
Persy,set,1024,256,32,45393,98017482722,6374340,137844
Persy,get,1024,256,32,45180,98017482722,6374340,137844
Persy,set,1024,256,32,45846,99017640583,6374340,137332
Persy,get,1024,256,32,45602,99017640583,6374340,137332
Persy,set,1024,256,32,46302,100017793334,6374340,137588
Persy,get,1024,256,32,46092,100017793334,6374340,137588
Persy,set,1024,256,32,46746,101017985260,6374340,140148
Persy,get,1024,256,32,46531,101017985260,6374340,140148
Persy,set,1024,256,32,47182,102018148702,6374340,141172
Persy,get,1024,256,32,46971,102018148702,6374340,141172
Persy,set,1024,256,32,47633,103018302826,6374340,140660
Persy,get,1024,256,32,47439,103018302826,6374340,140660
Persy,set,1024,256,32,48055,104018475856,6374340,140148
Persy,get,1024,256,32,47901,104018475856,6374340,140148
Persy,set,1024,256,32,48529,105018635560,6374340,138100
Persy,get,1024,256,32,48387,105018635560,6374340,138100
Persy,set,1024,256,32,49001,106018797409,6374340,137588
Persy,get,1024,256,32,48875,106018797409,6374340,137588
Persy,set,1024,256,32,49481,107018953437,6375620,136820
Persy,get,1024,256,32,49385,107018953437,6375620,136820
Persy,set,1024,256,32,49865,108019110607,6375620,153588
Persy,get,1024,256,32,49753,108019110607,6375620,153588
Persy,set,1024,256,32,50303,109019271454,6375620,162036
Persy,get,1024,256,32,50222,109019271454,6375620,162036
Persy,set,1024,256,32,50779,110019454903,6375620,163956
